;incidentCategory;neighborhood;datetime;weather
29189;67;Potrero Hill;2022-11-30 16:00:00;2022113016
29190;3;Financial District/South Beach;2022-11-30 16:05:00;2022113016
29191;3;Financial District/South Beach;2022-11-30 16:05:00;2022113016
29192;39;Financial District/South Beach;2022-11-30 16:05:00;2022113016
29193;3;Mission;2022-11-30 16:13:00;2022113016
29194;3;Mission;2022-11-30 16:13:00;2022113016
29195;18;Tenderloin;2022-11-30 16:15:00;2022113016
29196;18;Tenderloin;2022-11-30 16:15:00;2022113016
29197;39;South of Market;2022-11-30 16:20:00;2022113016
29198;5;Potrero Hill;2022-11-30 16:30:00;2022113016
29199;39;Western Addition;2022-11-30 16:35:00;2022113016
29200;71;Bayview Hunters Point;2022-11-30 16:39:00;2022113016
29201;39;North Beach;2022-11-30 16:42:00;2022113016
29202;49;North Beach;2022-11-30 16:42:00;2022113016
29203;39;Lone Mountain/USF;2022-11-30 16:45:00;2022113016
29204;67;Tenderloin;2022-11-30 16:50:00;2022113016
29205;18;Tenderloin;2022-11-30 16:53:00;2022113016
29206;18;Tenderloin;2022-11-30 16:53:00;2022113016
29207;39;Hayes Valley;2022-11-30 17:00:00;2022113017
29208;43;Inner Richmond;2022-11-30 17:00:00;2022113017
29209;44;Financial District/South Beach;2022-11-30 17:00:00;2022113017
29210;39;Financial District/South Beach;2022-11-30 17:00:00;2022113017
29211;57;Inner Richmond;2022-11-30 17:29:00;2022113017
29212;39;Japantown;2022-11-30 17:30:00;2022113017
29213;5;Marina;2022-11-30 17:30:00;2022113017
29214;43;Bayview Hunters Point;2022-11-30 18:00:00;2022113018
29215;57;Financial District/South Beach;2022-11-30 18:00:00;2022113018
29216;39;West of Twin Peaks;2022-11-30 18:00:00;2022113018
29217;39;Financial District/South Beach;2022-11-30 18:00:00;2022113018
29218;3;Financial District/South Beach;2022-11-30 18:00:00;2022113018
29219;39;Financial District/South Beach;2022-11-30 18:00:00;2022113018
29220;44;Western Addition;2022-11-30 18:00:00;2022113018
29221;39;North Beach;2022-11-30 18:00:00;2022113018
29222;3;Financial District/South Beach;2022-11-30 18:05:00;2022113018
29223;39;South of Market;2022-11-30 18:10:00;2022113018
29224;5;Financial District/South Beach;2022-11-30 18:15:00;2022113018
29225;65;Marina;2022-11-30 18:21:00;2022113018
29226;66;Marina;2022-11-30 18:21:00;2022113018
29227;29;Western Addition;2022-11-30 18:25:00;2022113018
29228;5;Financial District/South Beach;2022-11-30 18:30:00;2022113018
29229;18;South of Market;2022-11-30 18:30:00;2022113018
29230;18;South of Market;2022-11-30 18:30:00;2022113018
29231;18;South of Market;2022-11-30 18:30:00;2022113018
29232;44;Mission;2022-11-30 18:30:00;2022113018
29233;39;Sunset/Parkside;2022-11-30 19:00:00;2022113019
29234;39;Japantown;2022-11-30 19:00:00;2022113019
29235;39;Tenderloin;2022-11-30 19:15:00;2022113019
29236;18;Pacific Heights;2022-11-30 19:57:00;2022113019
29237;18;Pacific Heights;2022-11-30 19:57:00;2022113019
29238;44;Inner Sunset;2022-11-30 20:00:00;2022113020
29239;45;Sunset/Parkside;2022-11-30 20:15:00;2022113020
29240;43;Sunset/Parkside;2022-11-30 20:15:00;2022113020
29241;49;Bayview Hunters Point;2022-11-30 20:16:00;2022113020
29242;39;Western Addition;2022-11-30 20:30:00;2022113020
29243;44;Bayview Hunters Point;2022-11-30 20:31:00;2022113020
29244;3;Mission;2022-11-30 20:39:00;2022113020
29245;44;Potrero Hill;2022-11-30 20:45:00;2022113020
29246;39;Sunset/Parkside;2022-11-30 21:00:00;2022113021
29247;39;Mission;2022-11-30 21:00:00;2022113021
29248;44;Bernal Heights;2022-11-30 21:00:00;2022113021
29249;30;Western Addition;2022-11-30 21:00:00;2022113021
29250;39;Sunset/Parkside;2022-11-30 21:00:00;2022113021
29251;44;Tenderloin;2022-11-30 21:10:00;2022113021
29252;5;Outer Richmond;2022-11-30 21:30:00;2022113021
29253;5;Pacific Heights;2022-11-30 21:30:00;2022113021
29254;39;Lakeshore;2022-11-30 21:30:00;2022113021
29255;39;Sunset/Parkside;2022-11-30 22:00:00;2022113022
29256;3;Marina;2022-11-30 22:17:00;2022113022
29257;5;Outer Richmond;2022-11-30 23:00:00;2022113023
29258;70;Excelsior;2022-11-30 23:00:00;2022113023
29259;56;Excelsior;2022-11-30 23:00:00;2022113023
29260;5;Marina;2022-11-30 23:00:00;2022113023
29261;12;Mission;2022-11-30 23:30:00;2022113023
29262;56;Mission;2022-11-30 23:30:00;2022113023
29263;39;Nob Hill;2022-11-30 23:30:00;2022113023
29264;44;Sunset/Parkside;2022-11-30 23:30:00;2022113023
29265;30;Lakeshore;2022-12-01 00:00:00;2022120100
29266;44;Mission;2022-12-01 00:00:00;2022120100
29267;39;Nob Hill;2022-12-01 00:02:00;2022120100
29268;3;Castro/Upper Market;2022-12-01 00:23:00;2022120100
29269;3;Nob Hill;2022-12-01 00:45:00;2022120100
29270;44;Lone Mountain/USF;2022-12-01 01:00:00;2022120101
29271;43;Western Addition;2022-12-01 01:04:00;2022120101
29272;56;Mission;2022-12-01 01:46:00;2022120101
29273;70;Mission;2022-12-01 01:46:00;2022120101
29274;70;Mission;2022-12-01 01:46:00;2022120101
29275;56;Mission;2022-12-01 01:48:00;2022120101
29276;70;Mission;2022-12-01 01:48:00;2022120101
29277;44;South of Market;2022-12-01 01:48:00;2022120101
29278;3;Mission;2022-12-01 01:48:00;2022120101
29279;44;Excelsior;2022-12-01 02:30:00;2022120102
29280;5;Mission Bay;2022-12-01 02:40:00;2022120102
29281;5;Haight Ashbury;2022-12-01 03:00:00;2022120103
29282;43;Mission;2022-12-01 03:09:00;2022120103
29283;39;Russian Hill;2022-12-01 03:30:00;2022120103
29284;39;Bayview Hunters Point;2022-12-01 04:00:00;2022120104
29285;43;Visitacion Valley;2022-12-01 04:00:00;2022120104
29286;39;Pacific Heights;2022-12-01 04:00:00;2022120104
29287;62;Tenderloin;2022-12-01 04:13:00;2022120104
29288;39;Outer Richmond;2022-12-01 04:19:00;2022120104
29289;67;Outer Richmond;2022-12-01 04:20:00;2022120104
29290;5;Financial District/South Beach;2022-12-01 04:24:00;2022120104
29291;12;Golden Gate Park;2022-12-01 05:00:00;2022120105
29292;39;Western Addition;2022-12-01 05:00:00;2022120105
29293;49;Noe Valley;2022-12-01 05:00:00;2022120105
29294;44;Noe Valley;2022-12-01 05:00:00;2022120105
29295;30;Pacific Heights;2022-12-01 05:11:00;2022120105
29296;43;Mission;2022-12-01 05:21:00;2022120105
29297;44;Haight Ashbury;2022-12-01 05:30:00;2022120105
29298;44;Noe Valley;2022-12-01 05:32:00;2022120105
29299;44;Bayview Hunters Point;2022-12-01 05:32:00;2022120105
29300;3;Outer Richmond;2022-12-01 06:10:00;2022120106
29301;30;Bayview Hunters Point;2022-12-01 06:29:00;2022120106
29302;39;Sunset/Parkside;2022-12-01 06:31:00;2022120106
29303;3;Tenderloin;2022-12-01 07:50:00;2022120107
29304;44;Mission;2022-12-01 08:00:00;2022120108
29305;3;Chinatown;2022-12-01 08:40:00;2022120108
29306;67;Chinatown;2022-12-01 08:40:00;2022120108
29307;3;Tenderloin;2022-12-01 08:45:00;2022120108
29308;12;Tenderloin;2022-12-01 08:45:00;2022120108
29309;71;Tenderloin;2022-12-01 08:45:00;2022120108
29310;71;Bernal Heights;2022-12-01 09:00:00;2022120109
29311;3;Bayview Hunters Point;2022-12-01 09:00:00;2022120109
29312;30;Mission;2022-12-01 09:00:00;2022120109
29313;43;Mission;2022-12-01 09:00:00;2022120109
29314;12;Bernal Heights;2022-12-01 09:00:00;2022120109
29315;4;Tenderloin;2022-12-01 09:10:00;2022120109
29316;57;Pacific Heights;2022-12-01 09:12:00;2022120109
29317;4;Western Addition;2022-12-01 09:22:00;2022120109
29318;3;South of Market;2022-12-01 09:30:00;2022120109
29319;3;Mission;2022-12-01 09:30:00;2022120109
29320;45;Visitacion Valley;2022-12-01 10:00:00;2022120110
29321;18;Pacific Heights;2022-12-01 10:40:00;2022120110
29322;5;Pacific Heights;2022-12-01 10:40:00;2022120110
29323;39;Russian Hill;2022-12-01 11:00:00;2022120111
29324;3;Bernal Heights;2022-12-01 11:00:00;2022120111
29325;67;South of Market;2022-12-01 11:12:00;2022120111
29326;68;South of Market;2022-12-01 11:15:00;2022120111
29327;57;Western Addition;2022-12-01 11:30:00;2022120111
29328;39;Outer Mission;2022-12-01 11:32:00;2022120111
29329;39;Oceanview/Merced/Ingleside;2022-12-01 11:40:00;2022120111
29330;30;Sunset/Parkside;2022-12-01 11:46:00;2022120111
29331;39;Outer Mission;2022-12-01 11:47:00;2022120111
29332;30;Castro/Upper Market;2022-12-01 11:54:00;2022120111
29333;5;Financial District/South Beach;2022-12-01 12:00:00;2022120112
29334;39;Sunset/Parkside;2022-12-01 12:00:00;2022120112
29335;39;Hayes Valley;2022-12-01 12:00:00;2022120112
29336;57;Bayview Hunters Point;2022-12-01 12:00:00;2022120112
29337;39;Castro/Upper Market;2022-12-01 12:00:00;2022120112
29338;39;Western Addition;2022-12-01 12:00:00;2022120112
29339;39;Presidio;2022-12-01 12:00:00;2022120112
29340;39;Outer Richmond;2022-12-01 12:13:00;2022120112
29341;3;North Beach;2022-12-01 12:21:00;2022120112
29342;39;Outer Mission;2022-12-01 12:25:00;2022120112
29343;39;Golden Gate Park;2022-12-01 12:30:00;2022120112
29344;18;Tenderloin;2022-12-01 12:30:00;2022120112
29345;18;Tenderloin;2022-12-01 12:30:00;2022120112
29346;18;Tenderloin;2022-12-01 12:30:00;2022120112
29347;39;Outer Mission;2022-12-01 12:34:00;2022120112
29348;39;Lone Mountain/USF;2022-12-01 12:40:00;2022120112
29349;39;Lincoln Park;2022-12-01 12:45:00;2022120112
29350;39;Outer Mission;2022-12-01 12:45:00;2022120112
29351;39;Russian Hill;2022-12-01 13:00:00;2022120113
29352;65;Nob Hill;2022-12-01 13:27:00;2022120113
29353;39;Outer Mission;2022-12-01 13:43:00;2022120113
29354;39;Portola;2022-12-01 14:00:00;2022120114
29355;39;Hayes Valley;2022-12-01 14:24:00;2022120114
29356;39;Sunset/Parkside;2022-12-01 14:30:00;2022120114
29357;66;Mission;2022-12-01 14:40:00;2022120114
29358;18;Mission;2022-12-01 14:40:00;2022120114
29359;39;Marina;2022-12-01 14:43:00;2022120114
29360;39;Nob Hill;2022-12-01 14:50:00;2022120114
29361;39;Sunset/Parkside;2022-12-01 14:54:00;2022120114
29362;43;Lone Mountain/USF;2022-12-01 15:00:00;2022120115
29363;18;South of Market;2022-12-01 15:05:00;2022120115
29364;18;South of Market;2022-12-01 15:05:00;2022120115
29365;18;South of Market;2022-12-01 15:05:00;2022120115
29366;39;Pacific Heights;2022-12-01 15:30:00;2022120115
29367;39;Inner Sunset;2022-12-01 15:30:00;2022120115
29368;39;Financial District/South Beach;2022-12-01 15:30:00;2022120115
29369;57;North Beach;2022-12-01 15:35:00;2022120115
29370;39;Tenderloin;2022-12-01 15:48:00;2022120115
29371;39;Bernal Heights;2022-12-01 16:00:00;2022120116
29372;57;Tenderloin;2022-12-01 16:00:00;2022120116
29373;3;Tenderloin;2022-12-01 16:00:00;2022120116
29374;3;Bayview Hunters Point;2022-12-01 16:01:00;2022120116
29375;57;Bayview Hunters Point;2022-12-01 16:01:00;2022120116
29376;70;South of Market;2022-12-01 16:02:00;2022120116
29377;18;South of Market;2022-12-01 16:02:00;2022120116
29378;39;Pacific Heights;2022-12-01 16:10:00;2022120116
29379;5;Pacific Heights;2022-12-01 16:10:00;2022120116
29380;39;Pacific Heights;2022-12-01 16:10:00;2022120116
29381;39;Pacific Heights;2022-12-01 16:10:00;2022120116
29382;5;Pacific Heights;2022-12-01 16:10:00;2022120116
29383;18;Tenderloin;2022-12-01 16:10:00;2022120116
29384;18;Tenderloin;2022-12-01 16:10:00;2022120116
29385;18;Tenderloin;2022-12-01 16:10:00;2022120116
29386;5;Pacific Heights;2022-12-01 16:10:00;2022120116
29387;30;Oceanview/Merced/Ingleside;2022-12-01 16:11:00;2022120116
29388;3;Lone Mountain/USF;2022-12-01 16:25:00;2022120116
29389;67;Mission;2022-12-01 16:30:00;2022120116
29390;5;Potrero Hill;2022-12-01 16:30:00;2022120116
29391;43;Financial District/South Beach;2022-12-01 16:37:00;2022120116
29392;18;Tenderloin;2022-12-01 16:45:00;2022120116
29393;18;Tenderloin;2022-12-01 16:45:00;2022120116
29394;3;Tenderloin;2022-12-01 16:53:00;2022120116
29395;39;Hayes Valley;2022-12-01 16:55:00;2022120116
29396;39;Glen Park;2022-12-01 17:00:00;2022120117
29397;39;Japantown;2022-12-01 17:00:00;2022120117
29398;39;Oceanview/Merced/Ingleside;2022-12-01 17:00:00;2022120117
29399;12;Mission;2022-12-01 17:10:00;2022120117
29400;39;Haight Ashbury;2022-12-01 17:30:00;2022120117
29401;57;Western Addition;2022-12-01 17:30:00;2022120117
29402;39;Portola;2022-12-01 17:30:00;2022120117
29403;39;Inner Richmond;2022-12-01 17:31:00;2022120117
29404;39;Chinatown;2022-12-01 17:45:00;2022120117
29405;65;Potrero Hill;2022-12-01 17:48:00;2022120117
29406;43;Russian Hill;2022-12-01 17:49:00;2022120117
29407;68;Lone Mountain/USF;2022-12-01 18:00:00;2022120118
29408;39;Russian Hill;2022-12-01 18:00:00;2022120118
29409;39;Oceanview/Merced/Ingleside;2022-12-01 18:00:00;2022120118
29410;44;Mission;2022-12-01 18:00:00;2022120118
29411;39;Outer Richmond;2022-12-01 18:00:00;2022120118
29412;39;Presidio Heights;2022-12-01 18:20:00;2022120118
29413;2;Pacific Heights;2022-12-01 18:27:00;2022120118
29414;39;Inner Richmond;2022-12-01 18:30:00;2022120118
29415;39;North Beach;2022-12-01 18:30:00;2022120118
29416;39;Japantown;2022-12-01 18:30:00;2022120118
29417;57;Glen Park;2022-12-01 18:30:00;2022120118
29418;71;Glen Park;2022-12-01 18:30:00;2022120118
29419;12;Mission;2022-12-01 18:30:00;2022120118
29420;39;Marina;2022-12-01 18:30:00;2022120118
29421;39;Glen Park;2022-12-01 18:31:00;2022120118
29422;43;Hayes Valley;2022-12-01 18:40:00;2022120118
29423;39;Marina;2022-12-01 18:50:00;2022120118
29424;5;Marina;2022-12-01 18:50:00;2022120118
29425;39;Potrero Hill;2022-12-01 19:00:00;2022120119
29426;39;South of Market;2022-12-01 19:00:00;2022120119
29427;39;West of Twin Peaks;2022-12-01 19:00:00;2022120119
29428;44;Inner Sunset;2022-12-01 19:00:00;2022120119
29429;39;Nob Hill;2022-12-01 19:00:00;2022120119
29430;30;Visitacion Valley;2022-12-01 19:00:00;2022120119
29431;39;Marina;2022-12-01 19:00:00;2022120119
29432;18;Tenderloin;2022-12-01 19:14:00;2022120119
29433;18;Tenderloin;2022-12-01 19:14:00;2022120119
29434;18;Tenderloin;2022-12-01 19:14:00;2022120119
29435;39;Outer Richmond;2022-12-01 19:30:00;2022120119
29436;39;Portola;2022-12-01 19:30:00;2022120119
29437;39;Outer Richmond;2022-12-01 19:30:00;2022120119
29438;39;Japantown;2022-12-01 19:45:00;2022120119
29439;5;Hayes Valley;2022-12-01 19:50:00;2022120119
29440;43;Bayview Hunters Point;2022-12-01 20:00:00;2022120120
29441;5;South of Market;2022-12-01 20:00:00;2022120120
29442;2;Bayview Hunters Point;2022-12-01 20:00:00;2022120120
29443;39;Marina;2022-12-01 20:00:00;2022120120
29444;43;Sunset/Parkside;2022-12-01 20:00:00;2022120120
29445;39;Sunset/Parkside;2022-12-01 20:00:00;2022120120
29446;44;Excelsior;2022-12-01 20:10:00;2022120120
29447;39;Sunset/Parkside;2022-12-01 20:30:00;2022120120
29448;58;Presidio Heights;2022-12-01 20:31:00;2022120120
29449;39;Outer Richmond;2022-12-01 20:32:00;2022120120
29450;39;Outer Richmond;2022-12-01 20:44:00;2022120120
29451;39;Glen Park;2022-12-01 21:00:00;2022120121
29452;44;Bayview Hunters Point;2022-12-01 21:00:00;2022120121
29453;39;Bernal Heights;2022-12-01 21:00:00;2022120121
29454;39;Hayes Valley;2022-12-01 21:30:00;2022120121
29455;15;Outer Richmond;2022-12-01 21:30:00;2022120121
29456;3;Mission;2022-12-01 21:40:00;2022120121
29457;39;Financial District/South Beach;2022-12-01 22:00:00;2022120122
29458;45;Excelsior;2022-12-01 22:00:00;2022120122
29459;5;Sunset/Parkside;2022-12-01 22:00:00;2022120122
29460;66;Mission;2022-12-01 22:07:00;2022120122
29461;65;Mission;2022-12-01 22:07:00;2022120122
29462;44;Excelsior;2022-12-01 22:09:00;2022120122
29463;39;Inner Richmond;2022-12-01 22:35:00;2022120122
29464;43;Excelsior;2022-12-01 22:40:00;2022120122
29465;45;Excelsior;2022-12-01 22:40:00;2022120122
29466;12;Excelsior;2022-12-01 22:40:00;2022120122
29467;68;Financial District/South Beach;2022-12-01 22:45:00;2022120122
29468;18;Tenderloin;2022-12-01 22:50:00;2022120122
29469;18;Tenderloin;2022-12-01 22:50:00;2022120122
29470;5;Marina;2022-12-01 23:00:00;2022120123
29471;44;North Beach;2022-12-01 23:00:00;2022120123
29472;44;Excelsior;2022-12-01 23:00:00;2022120123
29473;56;Tenderloin;2022-12-01 23:02:00;2022120123
29474;66;Tenderloin;2022-12-01 23:02:00;2022120123
29475;65;Tenderloin;2022-12-01 23:25:00;2022120123
29476;66;Tenderloin;2022-12-01 23:25:00;2022120123
29477;44;Oceanview/Merced/Ingleside;2022-12-02 00:00:00;2022120200
29478;39;Mission;2022-12-02 00:00:00;2022120200
29479;39;Nob Hill;2022-12-02 00:00:00;2022120200
29480;3;Bayview Hunters Point;2022-12-02 00:40:00;2022120200
29481;30;Mission Bay;2022-12-02 00:43:00;2022120200
29482;39;Marina;2022-12-02 01:00:00;2022120201
29483;39;Marina;2022-12-02 02:00:00;2022120202
29484;39;West of Twin Peaks;2022-12-02 02:00:00;2022120202
29485;66;Western Addition;2022-12-02 02:03:00;2022120202
29486;65;Western Addition;2022-12-02 02:03:00;2022120202
29487;71;Portola;2022-12-02 02:05:00;2022120202
29488;3;Mission;2022-12-02 02:20:00;2022120202
29489;43;Bernal Heights;2022-12-02 02:35:00;2022120202
29490;3;Bernal Heights;2022-12-02 02:35:00;2022120202
29491;12;Mission Bay;2022-12-02 02:45:00;2022120202
29492;45;Mission Bay;2022-12-02 02:45:00;2022120202
29493;5;Outer Richmond;2022-12-02 04:19:00;2022120204
29494;5;Haight Ashbury;2022-12-02 05:15:00;2022120205
29495;39;Nob Hill;2022-12-02 05:20:00;2022120205
29496;39;Oceanview/Merced/Ingleside;2022-12-02 05:30:00;2022120205
29497;39;Oceanview/Merced/Ingleside;2022-12-02 05:30:00;2022120205
29498;68;Excelsior;2022-12-02 05:45:00;2022120205
29499;30;Bayview Hunters Point;2022-12-02 06:00:00;2022120206
29500;30;Mission Bay;2022-12-02 06:00:00;2022120206
29501;39;Bayview Hunters Point;2022-12-02 06:00:00;2022120206
29502;39;Bayview Hunters Point;2022-12-02 07:00:00;2022120207
29503;44;Bayview Hunters Point;2022-12-02 07:30:00;2022120207
29504;39;Western Addition;2022-12-02 07:41:00;2022120207
29505;43;Russian Hill;2022-12-02 08:08:00;2022120208
29506;67;Tenderloin;2022-12-02 08:45:00;2022120208
29507;44;Sunset/Parkside;2022-12-02 09:00:00;2022120209
29508;30;Marina;2022-12-02 09:00:00;2022120209
29509;3;Tenderloin;2022-12-02 09:04:00;2022120209
29510;39;Financial District/South Beach;2022-12-02 09:15:00;2022120209
29511;39;West of Twin Peaks;2022-12-02 09:17:00;2022120209
29512;39;Nob Hill;2022-12-02 09:25:00;2022120209
29513;39;Financial District/South Beach;2022-12-02 09:26:00;2022120209
29514;39;Financial District/South Beach;2022-12-02 09:50:00;2022120209
29515;39;Glen Park;2022-12-02 10:00:00;2022120210
29516;3;Bayview Hunters Point;2022-12-02 10:05:00;2022120210
29517;39;Bayview Hunters Point;2022-12-02 10:10:00;2022120210
29518;39;West of Twin Peaks;2022-12-02 10:15:00;2022120210
29519;39;Haight Ashbury;2022-12-02 10:15:00;2022120210
29520;39;Presidio;2022-12-02 10:20:00;2022120210
29521;39;North Beach;2022-12-02 10:25:00;2022120210
29522;39;Russian Hill;2022-12-02 10:30:00;2022120210
29523;5;Potrero Hill;2022-12-02 10:34:00;2022120210
29524;39;Mission;2022-12-02 10:45:00;2022120210
29525;3;South of Market;2022-12-02 10:45:00;2022120210
29526;39;Sunset/Parkside;2022-12-02 10:50:00;2022120210
29527;39;Potrero Hill;2022-12-02 11:00:00;2022120211
29528;44;Excelsior;2022-12-02 11:00:00;2022120211
29529;43;Tenderloin;2022-12-02 11:00:00;2022120211
29530;39;Bayview Hunters Point;2022-12-02 11:00:00;2022120211
29531;3;Financial District/South Beach;2022-12-02 11:01:00;2022120211
29532;18;Pacific Heights;2022-12-02 11:26:00;2022120211
29533;56;Pacific Heights;2022-12-02 11:26:00;2022120211
29534;39;Marina;2022-12-02 11:45:00;2022120211
29535;39;Haight Ashbury;2022-12-02 11:45:00;2022120211
29536;43;Inner Richmond;2022-12-02 11:47:00;2022120211
29537;39;Tenderloin;2022-12-02 11:50:00;2022120211
29538;65;Tenderloin;2022-12-02 12:00:00;2022120212
29539;39;Mission;2022-12-02 12:00:00;2022120212
29540;5;Inner Sunset;2022-12-02 12:07:00;2022120212
29541;39;Tenderloin;2022-12-02 12:09:00;2022120212
29542;43;Oceanview/Merced/Ingleside;2022-12-02 12:17:00;2022120212
29543;39;Tenderloin;2022-12-02 12:20:00;2022120212
29544;39;Tenderloin;2022-12-02 12:37:00;2022120212
29545;39;Tenderloin;2022-12-02 12:50:00;2022120212
29546;39;North Beach;2022-12-02 12:50:00;2022120212
29547;3;Mission;2022-12-02 12:54:00;2022120212
29548;39;Tenderloin;2022-12-02 13:00:00;2022120213
29549;39;Twin Peaks;2022-12-02 13:00:00;2022120213
29550;58;Presidio Heights;2022-12-02 13:00:00;2022120213
29551;44;Tenderloin;2022-12-02 13:01:00;2022120213
29552;3;Financial District/South Beach;2022-12-02 13:10:00;2022120213
29553;65;Tenderloin;2022-12-02 13:10:00;2022120213
29554;66;Tenderloin;2022-12-02 13:10:00;2022120213
29555;39;Hayes Valley;2022-12-02 13:11:00;2022120213
29556;39;Portola;2022-12-02 13:13:00;2022120213
29557;39;Lakeshore;2022-12-02 13:15:00;2022120213
29558;39;Marina;2022-12-02 13:20:00;2022120213
29559;39;North Beach;2022-12-02 13:43:00;2022120213
29560;39;Mission Bay;2022-12-02 14:00:00;2022120214
29561;14;Mission Bay;2022-12-02 14:00:00;2022120214
29562;30;Mission Bay;2022-12-02 14:00:00;2022120214
29563;44;Inner Sunset;2022-12-02 14:02:00;2022120214
29564;18;Tenderloin;2022-12-02 14:25:00;2022120214
29565;18;Tenderloin;2022-12-02 14:25:00;2022120214
29566;44;South of Market;2022-12-02 14:26:00;2022120214
29567;44;Hayes Valley;2022-12-02 14:30:00;2022120214
29568;43;Potrero Hill;2022-12-02 14:30:00;2022120214
29569;39;North Beach;2022-12-02 14:30:00;2022120214
29570;39;South of Market;2022-12-02 14:45:00;2022120214
29571;30;South of Market;2022-12-02 14:45:00;2022120214
29572;57;Bayview Hunters Point;2022-12-02 14:48:00;2022120214
29573;3;Glen Park;2022-12-02 14:58:00;2022120214
29574;39;Chinatown;2022-12-02 15:00:00;2022120215
29575;44;Portola;2022-12-02 15:00:00;2022120215
29576;3;Tenderloin;2022-12-02 15:30:00;2022120215
29577;43;Lakeshore;2022-12-02 15:30:00;2022120215
29578;3;Tenderloin;2022-12-02 15:30:00;2022120215
29579;44;South of Market;2022-12-02 15:46:00;2022120215
29580;18;Castro/Upper Market;2022-12-02 16:08:00;2022120216
29581;18;Castro/Upper Market;2022-12-02 16:08:00;2022120216
29582;29;Financial District/South Beach;2022-12-02 16:15:00;2022120216
29583;29;Financial District/South Beach;2022-12-02 16:15:00;2022120216
29584;43;Noe Valley;2022-12-02 16:20:00;2022120216
29585;57;Glen Park;2022-12-02 16:27:00;2022120216
29586;3;Pacific Heights;2022-12-02 16:30:00;2022120216
29587;39;Russian Hill;2022-12-02 16:30:00;2022120216
29588;39;South of Market;2022-12-02 16:55:00;2022120216
29589;30;South of Market;2022-12-02 16:55:00;2022120216
29590;39;Pacific Heights;2022-12-02 17:00:00;2022120217
29591;39;Portola;2022-12-02 17:00:00;2022120217
29592;44;Twin Peaks;2022-12-02 17:20:00;2022120217
29593;39;Marina;2022-12-02 17:30:00;2022120217
29594;3;South of Market;2022-12-02 17:33:00;2022120217
29595;3;Oceanview/Merced/Ingleside;2022-12-02 17:40:00;2022120217
29596;67;Haight Ashbury;2022-12-02 17:42:00;2022120217
29597;12;Haight Ashbury;2022-12-02 17:42:00;2022120217
29598;43;West of Twin Peaks;2022-12-02 17:45:00;2022120217
29599;39;North Beach;2022-12-02 17:46:00;2022120217
29600;44;Excelsior;2022-12-02 18:00:00;2022120218
29601;44;West of Twin Peaks;2022-12-02 18:00:00;2022120218
29602;3;Western Addition;2022-12-02 18:00:00;2022120218
29603;39;Mission;2022-12-02 18:02:00;2022120218
29604;30;Mission;2022-12-02 18:02:00;2022120218
29605;12;Nob Hill;2022-12-02 18:15:00;2022120218
29606;45;Nob Hill;2022-12-02 18:15:00;2022120218
29607;39;Japantown;2022-12-02 18:30:00;2022120218
29608;12;Mission Bay;2022-12-02 18:31:00;2022120218
29609;39;Inner Richmond;2022-12-02 18:43:00;2022120218
29610;16;Tenderloin;2022-12-02 18:44:00;2022120218
29611;39;North Beach;2022-12-02 19:00:00;2022120219
29612;3;Mission;2022-12-02 19:00:00;2022120219
29613;3;Mission;2022-12-02 19:23:00;2022120219
29614;3;Mission;2022-12-02 19:23:00;2022120219
29615;43;Mission;2022-12-02 19:23:00;2022120219
29616;44;Bayview Hunters Point;2022-12-02 19:30:00;2022120219
29617;39;Hayes Valley;2022-12-02 19:44:00;2022120219
29618;39;Financial District/South Beach;2022-12-02 19:45:00;2022120219
29619;39;Lakeshore;2022-12-02 20:00:00;2022120220
29620;44;Bayview Hunters Point;2022-12-02 20:00:00;2022120220
29621;39;Japantown;2022-12-02 20:00:00;2022120220
29622;39;Western Addition;2022-12-02 20:25:00;2022120220
29623;3;South of Market;2022-12-02 20:30:00;2022120220
29624;43;Bayview Hunters Point;2022-12-02 20:40:00;2022120220
29625;45;Bayview Hunters Point;2022-12-02 20:40:00;2022120220
29626;5;Sunset/Parkside;2022-12-02 21:00:00;2022120221
29627;39;Outer Mission;2022-12-02 21:00:00;2022120221
29628;44;Russian Hill;2022-12-02 21:00:00;2022120221
29629;44;Tenderloin;2022-12-02 21:00:00;2022120221
29630;2;Financial District/South Beach;2022-12-02 21:15:00;2022120221
29631;39;Mission;2022-12-02 21:30:00;2022120221
29632;44;Sunset/Parkside;2022-12-02 22:00:00;2022120222
29633;39;Mission;2022-12-02 22:00:00;2022120222
29634;39;Castro/Upper Market;2022-12-02 22:00:00;2022120222
29635;18;Tenderloin;2022-12-02 22:38:00;2022120222
29636;39;Inner Sunset;2022-12-02 23:00:00;2022120223
29637;44;Tenderloin;2022-12-02 23:03:00;2022120223
29638;39;Mission;2022-12-02 23:15:00;2022120223
29639;57;North Beach;2022-12-02 23:28:00;2022120223
29640;43;Lone Mountain/USF;2022-12-02 23:30:00;2022120223
29641;39;Inner Sunset;2022-12-03 00:01:00;2022120300
29642;39;Inner Sunset;2022-12-03 00:01:00;2022120300
29643;43;Outer Richmond;2022-12-03 00:02:00;2022120300
29644;43;South of Market;2022-12-03 00:28:00;2022120300
29645;5;South of Market;2022-12-03 00:50:00;2022120300
29646;39;Mission;2022-12-03 01:00:00;2022120301
29647;39;Portola;2022-12-03 01:00:00;2022120301
29648;44;Bayview Hunters Point;2022-12-03 02:00:00;2022120302
