time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),cloudcover (%),windspeed_10m (m/s)
2022-09-25T00:00,16.1,94,0.00,0,2.24
2022-09-25T01:00,15.5,97,0.00,0,2.20
2022-09-25T02:00,15.0,98,0.00,14,2.05
2022-09-25T03:00,14.5,99,0.00,90,2.05
2022-09-25T04:00,14.1,99,0.00,90,2.62
2022-09-25T05:00,13.8,100,0.00,90,2.83
2022-09-25T06:00,13.5,100,0.00,90,2.69
2022-09-25T07:00,13.6,100,0.00,90,2.25
2022-09-25T08:00,14.5,99,0.00,90,1.90
2022-09-25T09:00,16.2,93,0.00,90,1.63
2022-09-25T10:00,17.4,86,0.00,90,1.61
2022-09-25T11:00,19.6,74,0.00,54,1.71
2022-09-25T12:00,18.5,72,0.00,39,2.12
2022-09-25T13:00,20.1,66,0.00,28,2.73
2022-09-25T14:00,20.8,62,0.00,23,3.36
2022-09-25T15:00,20.8,62,0.00,44,3.95
2022-09-25T16:00,20.1,64,0.00,25,4.49
2022-09-25T17:00,18.7,69,0.00,15,4.41
2022-09-25T18:00,17.0,76,0.00,17,4.30
2022-09-25T19:00,15.6,83,0.00,29,4.08
2022-09-25T20:00,14.8,88,0.00,44,3.75
2022-09-25T21:00,14.2,91,0.00,57,3.54
2022-09-25T22:00,13.9,94,0.00,61,3.20
2022-09-25T23:00,13.8,94,0.00,72,3.10
2022-09-26T00:00,14.0,93,0.00,72,3.10
2022-09-26T01:00,13.8,94,0.00,90,3.10
2022-09-26T02:00,13.8,94,0.00,90,3.13
2022-09-26T03:00,13.8,94,0.00,90,3.35
2022-09-26T04:00,13.8,94,0.00,90,3.37
2022-09-26T05:00,13.7,95,0.00,90,3.06
2022-09-26T06:00,13.6,95,0.00,90,2.93
2022-09-26T07:00,13.7,95,0.00,90,2.72
2022-09-26T08:00,13.9,93,0.00,90,2.62
2022-09-26T09:00,14.8,88,0.00,81,2.73
2022-09-26T10:00,15.9,82,0.00,45,2.93
2022-09-26T11:00,17.4,75,0.00,32,3.10
2022-09-26T12:00,18.0,69,0.00,22,3.50
2022-09-26T13:00,19.2,65,0.00,13,3.90
2022-09-26T14:00,19.6,63,0.00,18,4.40
2022-09-26T15:00,19.6,63,0.00,50,4.79
2022-09-26T16:00,18.8,66,0.00,35,5.48
2022-09-26T17:00,17.8,70,0.00,32,5.41
2022-09-26T18:00,16.7,76,0.00,25,4.94
2022-09-26T19:00,15.6,81,0.00,35,4.68
2022-09-26T20:00,14.9,86,0.00,44,4.65
2022-09-26T21:00,14.6,88,0.00,49,4.33
2022-09-26T22:00,14.4,90,0.00,41,3.59
2022-09-26T23:00,14.1,93,0.00,59,3.85
2022-09-27T00:00,13.7,90,0.00,72,3.69
2022-09-27T01:00,13.7,90,0.00,78,3.42
2022-09-27T02:00,13.6,90,0.00,79,3.57
2022-09-27T03:00,13.4,91,0.00,90,4.05
2022-09-27T04:00,13.2,92,0.00,90,4.27
2022-09-27T05:00,13.2,92,0.00,90,3.81
2022-09-27T06:00,13.0,93,0.00,90,3.62
2022-09-27T07:00,13.1,93,0.00,89,3.42
2022-09-27T08:00,13.3,91,0.00,90,3.42
2022-09-27T09:00,14.0,86,0.00,90,3.64
2022-09-27T10:00,14.9,80,0.00,82,3.61
2022-09-27T11:00,16.2,74,0.00,84,3.42
2022-09-27T12:00,17.0,68,0.00,26,3.37
2022-09-27T13:00,18.6,61,0.00,5,3.96
2022-09-27T14:00,19.6,57,0.00,10,4.77
2022-09-27T15:00,19.6,58,0.00,18,4.87
2022-09-27T16:00,19.3,59,0.00,16,5.22
2022-09-27T17:00,18.3,64,0.00,11,5.15
2022-09-27T18:00,17.1,70,0.00,5,4.78
2022-09-27T19:00,15.8,78,0.00,1,4.49
2022-09-27T20:00,15.0,83,0.00,1,4.44
2022-09-27T21:00,14.6,86,0.00,2,4.44
2022-09-27T22:00,14.4,88,0.00,2,4.61
2022-09-27T23:00,14.2,90,0.00,1,4.61
2022-09-28T00:00,14.4,89,0.00,3,4.39
2022-09-28T01:00,14.0,91,0.00,8,4.29
2022-09-28T02:00,13.6,92,0.00,8,4.20
2022-09-28T03:00,13.1,94,0.00,19,3.53
2022-09-28T04:00,12.7,95,0.00,15,3.20
2022-09-28T05:00,12.7,95,0.00,24,3.99
2022-09-28T06:00,13.0,95,0.00,31,3.73
2022-09-28T07:00,13.4,95,0.00,36,3.77
2022-09-28T08:00,14.1,93,0.00,47,4.09
2022-09-28T09:00,15.6,83,0.00,39,4.43
2022-09-28T10:00,17.3,73,0.00,16,4.09
2022-09-28T11:00,19.2,64,0.00,7,4.00
2022-09-28T12:00,19.9,61,0.00,5,4.85
2022-09-28T13:00,21.1,57,0.00,6,5.59
2022-09-28T14:00,21.8,57,0.00,4,5.69
2022-09-28T15:00,22.1,59,0.00,39,5.95
2022-09-28T16:00,22.0,63,0.00,58,5.91
2022-09-28T17:00,21.3,68,0.00,70,6.07
2022-09-28T18:00,20.1,74,0.00,52,5.91
2022-09-28T19:00,18.7,82,0.00,62,5.73
2022-09-28T20:00,17.9,86,0.00,61,5.47
2022-09-28T21:00,17.3,89,0.00,53,5.39
2022-09-28T22:00,16.9,91,0.00,55,5.42
2022-09-28T23:00,16.6,91,0.00,65,5.51
2022-09-29T00:00,15.8,96,0.00,70,5.71
2022-09-29T01:00,15.5,95,0.00,56,5.52
2022-09-29T02:00,15.3,94,0.00,55,5.47
2022-09-29T03:00,15.0,93,0.00,57,4.36
2022-09-29T04:00,14.8,92,0.00,42,3.83
2022-09-29T05:00,14.5,93,0.00,22,3.28
2022-09-29T06:00,14.1,94,0.00,14,2.83
2022-09-29T07:00,13.7,95,0.00,10,2.62
2022-09-29T08:00,14.2,94,0.00,4,2.44
2022-09-29T09:00,15.7,84,0.00,3,1.66
2022-09-29T10:00,17.0,76,0.00,2,1.14
2022-09-29T11:00,19.0,67,0.00,2,1.26
2022-09-29T12:00,21.6,62,0.00,0,2.12
2022-09-29T13:00,23.3,55,0.00,0,3.32
2022-09-29T14:00,24.4,51,0.00,1,4.26
2022-09-29T15:00,24.7,50,0.00,0,5.24
2022-09-29T16:00,24.4,51,0.00,0,5.10
2022-09-29T17:00,23.5,53,0.00,0,4.97
2022-09-29T18:00,22.2,58,0.00,0,4.79
2022-09-29T19:00,20.4,65,0.00,0,4.53
2022-09-29T20:00,19.3,70,0.00,0,4.08
2022-09-29T21:00,18.5,75,0.00,0,3.58
2022-09-29T22:00,17.8,79,0.00,0,3.00
2022-09-29T23:00,16.9,85,0.00,1,2.39
2022-09-30T00:00,16.3,86,0.00,0,2.33
2022-09-30T01:00,15.5,90,0.00,0,2.21
2022-09-30T02:00,14.8,94,0.00,1,2.02
2022-09-30T03:00,14.3,96,0.00,1,0.89
2022-09-30T04:00,14.1,97,0.00,0,0.30
2022-09-30T05:00,13.9,99,0.00,0,0.67
2022-09-30T06:00,13.8,99,0.00,0,1.00
2022-09-30T07:00,13.9,99,0.00,0,1.20
2022-09-30T08:00,14.6,97,0.00,3,0.70
2022-09-30T09:00,16.3,91,0.00,1,0.51
2022-09-30T10:00,19.1,75,0.00,0,0.50
2022-09-30T11:00,22.1,59,0.00,0,0.99
2022-09-30T12:00,23.7,48,0.00,0,1.53
2022-09-30T13:00,25.1,42,0.00,0,2.34
2022-09-30T14:00,26.0,39,0.00,8,3.08
2022-09-30T15:00,26.2,38,0.00,10,3.95
2022-09-30T16:00,25.3,43,0.00,9,4.18
2022-09-30T17:00,23.1,52,0.00,7,4.18
2022-09-30T18:00,20.4,62,0.00,7,3.77
2022-09-30T19:00,18.3,72,0.00,10,3.32
2022-09-30T20:00,17.0,78,0.00,16,2.94
2022-09-30T21:00,16.1,83,0.00,21,2.77
2022-09-30T22:00,15.5,87,0.00,25,2.62
2022-09-30T23:00,15.1,91,0.00,32,2.40
2022-10-01T00:00,15.1,90,0.00,35,2.16
2022-10-01T01:00,14.6,93,0.00,64,1.88
2022-10-01T02:00,14.2,96,0.00,63,1.86
2022-10-01T03:00,14.0,97,0.00,90,2.62
2022-10-01T04:00,13.7,98,0.00,90,2.64
2022-10-01T05:00,13.6,98,0.00,90,2.42
2022-10-01T06:00,13.5,99,0.00,90,2.06
2022-10-01T07:00,13.3,99,0.00,90,1.91
2022-10-01T08:00,13.4,98,0.00,90,1.77
2022-10-01T09:00,14.1,94,0.00,90,1.70
2022-10-01T10:00,15.5,85,0.00,90,1.91
2022-10-01T11:00,17.2,76,0.00,72,2.13
2022-10-01T12:00,17.2,71,0.00,56,2.77
2022-10-01T13:00,18.2,67,0.00,47,3.18
2022-10-01T14:00,18.7,65,0.00,50,3.75
2022-10-01T15:00,18.7,65,0.00,56,3.23
2022-10-01T16:00,18.4,66,0.00,54,3.73
2022-10-01T17:00,17.4,71,0.00,53,4.02
2022-10-01T18:00,16.4,76,0.00,58,3.83
2022-10-01T19:00,15.4,81,0.00,66,3.24
2022-10-01T20:00,15.0,84,0.00,81,2.41
2022-10-01T21:00,14.7,85,0.00,78,1.91
2022-10-01T22:00,14.8,84,0.00,63,1.77
2022-10-01T23:00,14.7,84,0.00,65,1.75
2022-10-02T00:00,14.4,85,0.00,68,1.57
2022-10-02T01:00,14.3,85,0.00,63,1.36
2022-10-02T02:00,14.3,85,0.00,68,1.41
2022-10-02T03:00,14.2,86,0.00,62,1.08
2022-10-02T04:00,14.3,85,0.00,54,1.49
2022-10-02T05:00,14.3,85,0.00,46,1.50
2022-10-02T06:00,14.3,84,0.00,26,1.13
2022-10-02T07:00,14.3,84,0.00,27,1.20
2022-10-02T08:00,14.6,82,0.00,31,1.12
2022-10-02T09:00,15.1,79,0.00,24,1.26
2022-10-02T10:00,16.1,74,0.00,30,1.75
2022-10-02T11:00,17.3,69,0.00,24,2.12
2022-10-02T12:00,19.2,63,0.00,22,2.68
2022-10-02T13:00,20.0,60,0.00,6,3.06
2022-10-02T14:00,20.6,58,0.00,6,3.40
2022-10-02T15:00,20.7,57,0.00,5,3.75
2022-10-02T16:00,20.2,57,0.00,1,3.81
2022-10-02T17:00,19.3,60,0.00,1,3.80
2022-10-02T18:00,18.1,64,0.00,1,3.81
2022-10-02T19:00,16.9,70,0.00,2,3.31
2022-10-02T20:00,16.1,74,0.00,1,2.75
2022-10-02T21:00,15.6,78,0.00,1,2.47
2022-10-02T22:00,15.3,81,0.00,1,2.16
2022-10-02T23:00,14.8,85,0.00,1,2.04
2022-10-03T00:00,14.3,89,0.00,2,1.94
2022-10-03T01:00,13.8,92,0.00,2,1.94
2022-10-03T02:00,13.3,95,0.00,1,1.96
2022-10-03T03:00,12.9,96,0.00,4,2.10
2022-10-03T04:00,12.5,96,0.00,3,1.97
2022-10-03T05:00,12.3,96,0.00,5,1.90
2022-10-03T06:00,12.2,97,0.00,32,1.94
2022-10-03T07:00,12.3,97,0.00,47,1.84
2022-10-03T08:00,12.6,97,0.00,77,2.06
2022-10-03T09:00,15.0,88,0.00,86,2.44
2022-10-03T10:00,16.5,79,0.00,90,2.56
2022-10-03T11:00,18.0,70,0.00,58,2.72
2022-10-03T12:00,19.1,62,0.00,32,3.06
2022-10-03T13:00,20.0,59,0.00,29,3.93
2022-10-03T14:00,20.5,57,0.00,31,4.84
2022-10-03T15:00,20.0,58,0.00,55,5.44
2022-10-03T16:00,19.2,62,0.00,48,5.57
2022-10-03T17:00,18.4,67,0.00,31,5.74
2022-10-03T18:00,17.4,73,0.00,25,5.42
2022-10-03T19:00,16.2,81,0.00,7,4.94
2022-10-03T20:00,15.6,85,0.00,5,4.72
2022-10-03T21:00,15.1,89,0.00,5,4.31
2022-10-03T22:00,14.9,90,0.00,9,4.18
2022-10-03T23:00,14.6,92,0.00,7,4.05
2022-10-04T00:00,14.7,91,0.00,16,4.05
2022-10-04T01:00,14.5,92,0.00,45,4.05
2022-10-04T02:00,14.3,93,0.00,77,4.35
2022-10-04T03:00,14.0,95,0.00,83,3.86
2022-10-04T04:00,13.8,96,0.00,90,4.03
2022-10-04T05:00,13.7,95,0.00,90,4.43
2022-10-04T06:00,13.7,95,0.00,87,3.98
2022-10-04T07:00,13.6,95,0.00,90,3.81
2022-10-04T08:00,13.8,94,0.00,90,3.49
2022-10-04T09:00,14.3,90,0.00,90,3.22
2022-10-04T10:00,15.2,84,0.00,88,3.01
2022-10-04T11:00,16.3,78,0.00,59,2.94
2022-10-04T12:00,17.8,68,0.00,43,3.42
2022-10-04T13:00,19.0,64,0.00,14,4.12
2022-10-04T14:00,20.0,61,0.00,7,4.66
2022-10-04T15:00,20.4,60,0.00,32,5.03
2022-10-04T16:00,20.3,61,0.00,21,5.03
2022-10-04T17:00,19.8,64,0.00,5,4.81
2022-10-04T18:00,18.9,69,0.00,3,4.40
2022-10-04T19:00,17.6,75,0.00,2,4.16
2022-10-04T20:00,16.7,81,0.00,1,4.11
2022-10-04T21:00,16.1,83,0.00,1,3.89
2022-10-04T22:00,15.6,86,0.00,2,3.98
2022-10-04T23:00,15.1,90,0.00,0,3.94
2022-10-05T00:00,14.5,92,0.00,1,4.12
2022-10-05T01:00,14.0,94,0.00,3,4.17
2022-10-05T02:00,13.5,95,0.00,3,4.00
2022-10-05T03:00,12.9,97,0.00,23,3.14
2022-10-05T04:00,12.5,97,0.00,33,2.55
2022-10-05T05:00,12.3,98,0.00,37,2.62
2022-10-05T06:00,12.1,98,0.00,36,2.88
2022-10-05T07:00,12.3,98,0.00,49,2.92
2022-10-05T08:00,13.4,96,0.00,49,2.52
2022-10-05T09:00,14.9,90,0.00,35,1.72
2022-10-05T10:00,16.2,83,0.00,6,1.04
2022-10-05T11:00,17.9,75,0.00,5,1.32
2022-10-05T12:00,19.9,64,0.00,5,2.02
2022-10-05T13:00,21.5,58,0.00,7,2.81
2022-10-05T14:00,22.6,54,0.00,6,3.30
2022-10-05T15:00,23.0,53,0.00,10,3.37
2022-10-05T16:00,22.6,55,0.00,11,3.79
2022-10-05T17:00,21.4,59,0.00,14,4.05
2022-10-05T18:00,19.8,67,0.00,21,3.83
2022-10-05T19:00,18.1,76,0.00,17,3.53
2022-10-05T20:00,17.0,81,0.00,13,3.09
2022-10-05T21:00,16.2,87,0.00,11,2.69
2022-10-05T22:00,15.5,91,0.00,9,2.28
2022-10-05T23:00,14.9,95,0.00,26,2.21
2022-10-06T00:00,15.2,91,0.00,28,2.60
2022-10-06T01:00,14.7,95,0.00,48,2.53
2022-10-06T02:00,14.4,96,0.00,52,1.84
2022-10-06T03:00,14.1,98,0.00,100,1.32
2022-10-06T04:00,13.7,99,0.00,100,1.26
2022-10-06T05:00,13.6,99,0.00,100,1.68
2022-10-06T06:00,13.6,99,0.00,100,2.11
2022-10-06T07:00,13.5,99,0.00,99,1.90
2022-10-06T08:00,13.4,99,0.00,100,1.36
2022-10-06T09:00,13.8,96,0.00,100,0.42
2022-10-06T10:00,15.1,88,0.00,100,0.14
2022-10-06T11:00,17.2,76,0.00,58,0.63
2022-10-06T12:00,19.4,64,0.00,33,1.50
2022-10-06T13:00,21.5,57,0.00,25,2.69
2022-10-06T14:00,22.3,54,0.00,29,3.59
2022-10-06T15:00,21.5,55,0.00,23,3.92
2022-10-06T16:00,19.8,61,0.00,18,3.81
2022-10-06T17:00,18.1,66,0.00,14,3.42
2022-10-06T18:00,16.6,73,0.00,18,3.20
2022-10-06T19:00,15.3,79,0.00,19,2.89
2022-10-06T20:00,14.7,83,0.00,15,2.65
2022-10-06T21:00,14.2,87,0.00,15,2.62
2022-10-06T22:00,13.9,89,0.00,36,2.61
2022-10-06T23:00,13.6,91,0.00,34,2.30
2022-10-07T00:00,14.1,92,0.00,32,2.06
2022-10-07T01:00,13.9,94,0.00,35,2.15
2022-10-07T02:00,13.8,96,0.00,37,2.15
2022-10-07T03:00,13.5,97,0.00,90,1.33
2022-10-07T04:00,13.6,97,0.00,90,1.43
2022-10-07T05:00,13.6,98,0.00,90,1.55
2022-10-07T06:00,13.4,99,0.00,90,1.58
2022-10-07T07:00,13.4,99,0.00,90,1.42
2022-10-07T08:00,13.4,99,0.00,90,1.20
2022-10-07T09:00,14.1,94,0.00,90,0.92
2022-10-07T10:00,15.3,86,0.00,90,0.81
2022-10-07T11:00,17.3,75,0.00,55,0.99
2022-10-07T12:00,18.6,68,0.00,39,1.57
2022-10-07T13:00,20.4,61,0.00,28,2.34
2022-10-07T14:00,21.6,57,0.00,30,3.01
2022-10-07T15:00,21.6,57,0.00,32,3.44
2022-10-07T16:00,20.6,59,0.00,23,3.71
2022-10-07T17:00,18.9,65,0.00,18,3.64
2022-10-07T18:00,17.0,73,0.00,15,3.37
2022-10-07T19:00,15.3,82,0.00,23,3.01
2022-10-07T20:00,14.4,87,0.00,25,2.72
2022-10-07T21:00,14.0,90,0.00,46,2.51
2022-10-07T22:00,13.8,92,0.00,48,2.61
2022-10-07T23:00,13.6,94,0.00,52,2.56
2022-10-08T00:00,13.9,96,0.00,72,2.48
2022-10-08T01:00,13.6,98,0.00,90,2.19
2022-10-08T02:00,13.4,98,0.00,90,1.98
2022-10-08T03:00,13.3,99,0.00,90,1.61
2022-10-08T04:00,13.3,98,0.00,90,1.86
2022-10-08T05:00,13.3,98,0.00,90,1.77
2022-10-08T06:00,13.2,99,0.00,90,1.50
2022-10-08T07:00,13.1,99,0.00,90,1.12
2022-10-08T08:00,13.1,98,0.00,90,0.86
2022-10-08T09:00,13.5,97,0.00,90,0.78
2022-10-08T10:00,14.8,90,0.00,90,0.99
2022-10-08T11:00,16.6,81,0.00,59,1.53
2022-10-08T12:00,17.6,72,0.00,49,2.33
2022-10-08T13:00,18.9,66,0.00,44,2.94
2022-10-08T14:00,19.4,63,0.00,41,3.20
2022-10-08T15:00,19.4,62,0.00,47,3.42
2022-10-08T16:00,18.7,64,0.00,35,3.67
2022-10-08T17:00,17.6,68,0.00,24,3.83
2022-10-08T18:00,15.9,75,0.00,22,3.79
2022-10-08T19:00,14.3,84,0.00,37,3.72
2022-10-08T20:00,13.3,91,0.00,49,3.42
2022-10-08T21:00,12.8,94,0.00,49,3.32
2022-10-08T22:00,12.6,96,0.00,47,3.23
2022-10-08T23:00,12.4,97,0.00,90,3.09
2022-10-09T00:00,12.7,96,0.00,90,2.91
2022-10-09T01:00,12.7,96,0.00,90,2.69
2022-10-09T02:00,12.8,96,0.00,89,2.31
2022-10-09T03:00,12.7,96,0.00,90,2.60
2022-10-09T04:00,12.7,96,0.00,90,2.82
2022-10-09T05:00,12.7,96,0.00,90,2.82
2022-10-09T06:00,12.7,96,0.00,90,2.57
2022-10-09T07:00,12.7,97,0.00,90,2.14
2022-10-09T08:00,12.8,96,0.00,90,1.75
2022-10-09T09:00,13.4,93,0.00,90,1.55
2022-10-09T10:00,14.4,87,0.00,89,1.65
2022-10-09T11:00,15.7,81,0.00,68,2.14
2022-10-09T12:00,16.4,71,0.00,48,2.63
2022-10-09T13:00,17.6,67,0.00,40,3.04
2022-10-09T14:00,18.2,65,0.00,39,3.52
2022-10-09T15:00,18.1,65,0.00,50,4.10
2022-10-09T16:00,17.7,66,0.00,51,4.12
2022-10-09T17:00,16.8,70,0.00,44,3.93
2022-10-09T18:00,15.6,76,0.00,41,3.67
2022-10-09T19:00,14.3,83,0.00,49,3.52
2022-10-09T20:00,13.6,88,0.00,45,3.30
2022-10-09T21:00,13.2,91,0.00,46,3.04
2022-10-09T22:00,12.9,94,0.00,52,2.82
2022-10-09T23:00,12.6,96,0.00,54,2.72
2022-10-10T00:00,12.8,94,0.00,74,2.62
2022-10-10T01:00,12.8,94,0.00,92,2.50
2022-10-10T02:00,12.8,95,0.00,86,2.38
2022-10-10T03:00,12.8,95,0.00,100,2.35
2022-10-10T04:00,12.7,96,0.00,100,2.64
2022-10-10T05:00,12.7,96,0.00,100,2.36
2022-10-10T06:00,12.7,96,0.00,100,2.40
2022-10-10T07:00,12.7,96,0.00,95,2.30
2022-10-10T08:00,12.8,95,0.00,91,1.97
2022-10-10T09:00,13.5,90,0.00,90,1.66
2022-10-10T10:00,14.7,84,0.00,88,1.53
2022-10-10T11:00,16.1,77,0.00,49,1.70
2022-10-10T12:00,16.8,71,0.00,23,2.21
2022-10-10T13:00,18.1,66,0.00,23,2.72
2022-10-10T14:00,19.3,62,0.00,21,3.40
2022-10-10T15:00,19.6,60,0.00,25,4.27
2022-10-10T16:00,18.9,63,0.00,23,4.48
2022-10-10T17:00,17.3,70,0.00,23,4.44
2022-10-10T18:00,15.6,78,0.00,23,4.18
2022-10-10T19:00,14.3,85,0.00,32,3.83
2022-10-10T20:00,13.6,91,0.00,37,3.81
2022-10-10T21:00,13.1,94,0.00,56,3.21
2022-10-10T22:00,12.9,96,0.00,43,2.82
2022-10-10T23:00,12.8,97,0.00,47,2.63
2022-10-11T00:00,12.6,96,0.00,64,2.41
2022-10-11T01:00,12.4,98,0.00,90,1.90
2022-10-11T02:00,12.4,98,0.00,90,1.33
2022-10-11T03:00,12.4,98,0.00,90,2.02
2022-10-11T04:00,12.4,98,0.00,90,1.62
2022-10-11T05:00,12.3,98,0.00,90,1.25
2022-10-11T06:00,12.3,98,0.00,90,1.70
2022-10-11T07:00,12.1,98,0.00,90,1.84
2022-10-11T08:00,12.3,98,0.00,94,1.58
2022-10-11T09:00,12.9,96,0.00,100,1.12
2022-10-11T10:00,14.2,89,0.00,87,1.20
2022-10-11T11:00,16.3,79,0.00,56,1.30
2022-10-11T12:00,17.0,70,0.00,43,1.66
2022-10-11T13:00,18.4,65,0.00,29,2.06
2022-10-11T14:00,19.3,62,0.00,32,2.80
2022-10-11T15:00,19.5,61,0.00,54,2.82
2022-10-11T16:00,18.9,63,0.00,52,3.03
2022-10-11T17:00,17.6,69,0.00,44,2.92
2022-10-11T18:00,15.9,77,0.00,31,3.06
2022-10-11T19:00,14.4,85,0.00,43,3.08
2022-10-11T20:00,13.7,90,0.00,50,2.69
2022-10-11T21:00,13.4,92,0.00,56,2.09
2022-10-11T22:00,13.2,93,0.00,48,1.68
2022-10-11T23:00,13.1,94,0.00,44,1.30
2022-10-12T00:00,11.6,91,0.00,42,1.00
2022-10-12T01:00,11.6,92,0.00,36,0.92
2022-10-12T02:00,11.4,94,0.00,14,1.08
2022-10-12T03:00,11.3,95,0.00,90,1.10
2022-10-12T04:00,11.0,96,0.00,90,1.88
2022-10-12T05:00,10.7,96,0.00,90,2.02
2022-10-12T06:00,10.7,97,0.00,89,2.06
2022-10-12T07:00,10.8,96,0.00,90,1.94
2022-10-12T08:00,11.3,96,0.00,90,1.75
2022-10-12T09:00,13.1,90,0.00,90,1.46
2022-10-12T10:00,14.4,84,0.00,69,1.53
2022-10-12T11:00,15.7,78,0.00,48,1.65
2022-10-12T12:00,15.0,76,0.00,31,1.93
2022-10-12T13:00,16.0,71,0.00,20,2.42
2022-10-12T14:00,16.9,67,0.00,15,2.92
2022-10-12T15:00,17.2,65,0.00,52,3.71
2022-10-12T16:00,16.6,66,0.00,56,4.20
2022-10-12T17:00,15.2,70,0.00,51,4.13
2022-10-12T18:00,13.8,76,0.00,46,4.08
2022-10-12T19:00,12.6,82,0.00,51,4.02
2022-10-12T20:00,12.0,87,0.00,59,4.02
2022-10-12T21:00,11.9,89,0.00,66,3.54
2022-10-12T22:00,11.8,91,0.00,67,3.32
2022-10-12T23:00,11.8,93,0.00,81,3.77
2022-10-13T00:00,11.7,92,0.00,86,4.02
2022-10-13T01:00,11.7,93,0.00,90,4.00
2022-10-13T02:00,11.8,93,0.00,90,3.60
2022-10-13T03:00,11.8,93,0.00,89,4.00
2022-10-13T04:00,11.9,93,0.00,90,3.61
2022-10-13T05:00,11.9,93,0.00,90,3.13
2022-10-13T06:00,12.0,92,0.00,90,3.03
2022-10-13T07:00,12.0,92,0.00,90,2.96
2022-10-13T08:00,12.1,91,0.00,90,2.60
2022-10-13T09:00,12.5,89,0.00,90,2.25
2022-10-13T10:00,13.2,86,0.00,90,2.24
2022-10-13T11:00,14.2,81,0.00,85,2.25
2022-10-13T12:00,15.7,75,0.00,43,2.67
2022-10-13T13:00,17.2,69,0.00,35,3.24
2022-10-13T14:00,17.8,67,0.00,32,3.85
2022-10-13T15:00,18.0,67,0.00,42,3.96
2022-10-13T16:00,17.4,69,0.00,35,4.05
2022-10-13T17:00,16.4,73,0.00,29,4.34
2022-10-13T18:00,14.8,79,0.00,37,4.37
2022-10-13T19:00,13.4,86,0.00,50,3.89
2022-10-13T20:00,12.7,90,0.00,53,3.28
2022-10-13T21:00,12.3,92,0.00,58,2.80
2022-10-13T22:00,12.1,94,0.00,67,2.90
2022-10-13T23:00,11.9,94,0.00,90,3.00
2022-10-14T00:00,11.9,95,0.00,90,3.10
2022-10-14T01:00,11.7,95,0.00,90,3.11
2022-10-14T02:00,11.7,96,0.00,90,2.72
2022-10-14T03:00,11.7,96,0.00,90,3.01
2022-10-14T04:00,11.7,95,0.00,90,2.45
2022-10-14T05:00,11.6,96,0.00,90,1.84
2022-10-14T06:00,11.5,97,0.00,90,1.63
2022-10-14T07:00,11.4,98,0.00,90,1.43
2022-10-14T08:00,11.4,98,0.00,90,1.02
2022-10-14T09:00,11.9,95,0.00,89,0.80
2022-10-14T10:00,12.8,90,0.00,90,0.92
2022-10-14T11:00,14.2,83,0.00,61,1.36
2022-10-14T12:00,16.3,70,0.00,34,1.71
2022-10-14T13:00,17.8,64,0.00,25,2.25
2022-10-14T14:00,18.8,61,0.00,28,2.75
2022-10-14T15:00,18.8,61,0.00,43,3.01
2022-10-14T16:00,18.1,63,0.00,42,3.20
2022-10-14T17:00,16.8,68,0.00,49,3.50
2022-10-14T18:00,15.0,75,0.00,50,3.50
2022-10-14T19:00,13.3,84,0.00,49,3.10
2022-10-14T20:00,12.5,89,0.00,51,2.33
2022-10-14T21:00,12.0,92,0.00,60,2.01
2022-10-14T22:00,11.9,94,0.00,68,2.00
2022-10-14T23:00,12.0,94,0.00,68,2.12
2022-10-15T00:00,11.8,93,0.00,76,2.06
2022-10-15T01:00,11.9,93,0.00,90,2.25
2022-10-15T02:00,11.9,93,0.00,90,2.28
2022-10-15T03:00,11.9,93,0.00,90,2.27
2022-10-15T04:00,12.1,93,0.00,90,2.05
2022-10-15T05:00,12.0,94,0.00,90,1.53
2022-10-15T06:00,12.2,94,0.00,89,1.39
2022-10-15T07:00,12.5,93,0.00,90,1.39
2022-10-15T08:00,12.7,93,0.00,90,1.41
2022-10-15T09:00,14.0,87,0.00,89,1.51
2022-10-15T10:00,15.1,81,0.00,89,1.87
2022-10-15T11:00,16.3,75,0.00,90,1.88
2022-10-15T12:00,16.0,75,0.00,74,2.08
2022-10-15T13:00,17.0,71,0.00,47,2.41
2022-10-15T14:00,17.6,68,0.00,51,3.40
2022-10-15T15:00,17.4,69,0.00,54,3.51
2022-10-15T16:00,16.8,72,0.00,59,3.99
2022-10-15T17:00,16.1,76,0.00,71,3.55
2022-10-15T18:00,15.3,80,0.00,78,2.85
2022-10-15T19:00,14.8,84,0.00,77,1.97
2022-10-15T20:00,14.8,84,0.00,86,1.61
2022-10-15T21:00,14.6,86,0.00,89,1.26
2022-10-15T22:00,14.5,87,0.00,84,1.40
2022-10-15T23:00,14.5,88,0.00,83,1.49
2022-10-16T00:00,14.8,88,0.00,88,1.92
2022-10-16T01:00,14.8,87,0.00,89,2.19
2022-10-16T02:00,14.8,88,0.00,90,2.27
2022-10-16T03:00,14.8,88,0.00,89,2.05
2022-10-16T04:00,14.8,88,0.00,88,2.08
2022-10-16T05:00,14.8,88,0.00,81,1.92
2022-10-16T06:00,14.7,90,0.00,86,1.77
2022-10-16T07:00,14.6,90,0.00,77,1.71
2022-10-16T08:00,14.6,89,0.00,70,1.81
2022-10-16T09:00,15.0,83,0.00,75,1.70
2022-10-16T10:00,15.4,80,0.00,77,2.42
2022-10-16T11:00,16.0,76,0.00,78,2.64
