time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),cloudcover (%),windspeed_10m (m/s)
2022-11-07T00:00,12.7,87,1.30,100,9.79
2022-11-07T01:00,12.6,89,1.90,100,8.73
2022-11-07T02:00,11.5,84,0.50,77,6.94
2022-11-07T03:00,10.3,79,0.00,45,3.94
2022-11-07T04:00,9.9,77,0.00,33,3.32
2022-11-07T05:00,9.0,81,0.00,30,2.37
2022-11-07T06:00,8.0,88,0.00,6,1.71
2022-11-07T07:00,7.8,87,0.00,8,0.54
2022-11-07T08:00,6.2,93,0.00,9,1.92
2022-11-07T09:00,9.0,90,0.00,23,2.82
2022-11-07T10:00,11.7,74,0.00,38,3.52
2022-11-07T11:00,12.7,65,0.10,28,3.91
2022-11-07T12:00,13.7,59,0.00,47,4.11
2022-11-07T13:00,14.1,56,0.10,59,4.62
2022-11-07T14:00,14.0,56,0.30,46,5.66
2022-11-07T15:00,13.3,60,0.70,67,5.60
2022-11-07T16:00,12.4,67,0.20,59,5.60
2022-11-07T17:00,11.6,74,0.30,43,5.50
2022-11-07T18:00,11.1,78,0.40,41,5.15
2022-11-07T19:00,10.8,81,1.30,52,4.39
2022-11-07T20:00,10.6,84,0.10,59,3.75
2022-11-07T21:00,10.7,84,0.00,79,4.20
2022-11-07T22:00,10.6,85,0.00,71,5.32
2022-11-07T23:00,10.3,87,1.10,100,6.10
2022-11-08T00:00,10.4,85,2.30,100,7.93
2022-11-08T01:00,10.4,84,1.60,100,7.81
2022-11-08T02:00,10.5,86,2.20,76,7.61
2022-11-08T03:00,10.6,87,1.90,100,7.78
2022-11-08T04:00,10.6,87,2.90,100,7.47
2022-11-08T05:00,10.4,89,4.40,100,5.91
2022-11-08T06:00,10.5,91,2.90,100,4.92
2022-11-08T07:00,10.7,92,1.40,100,4.64
2022-11-08T08:00,10.5,88,0.40,100,3.64
2022-11-08T09:00,10.7,83,0.70,100,2.75
2022-11-08T10:00,10.9,84,1.70,100,3.32
2022-11-08T11:00,11.4,85,0.60,100,4.67
2022-11-08T12:00,10.9,79,3.10,89,5.66
2022-11-08T13:00,10.7,83,2.60,80,6.18
2022-11-08T14:00,10.6,81,0.90,65,6.36
2022-11-08T15:00,10.5,79,0.60,41,5.44
2022-11-08T16:00,10.8,73,0.00,53,4.90
2022-11-08T17:00,10.8,72,0.00,57,4.77
2022-11-08T18:00,10.4,73,0.00,71,5.18
2022-11-08T19:00,10.1,73,0.10,88,3.37
2022-11-08T20:00,9.8,76,0.10,61,2.79
2022-11-08T21:00,9.4,83,0.10,49,3.01
2022-11-08T22:00,9.4,84,0.00,39,3.01
2022-11-08T23:00,9.4,84,0.00,52,3.01
2022-11-09T00:00,8.7,86,0.00,42,3.07
2022-11-09T01:00,8.5,88,0.00,44,3.07
2022-11-09T02:00,8.1,88,0.00,53,2.92
2022-11-09T03:00,7.9,87,0.00,50,2.36
2022-11-09T04:00,8.0,86,0.00,42,2.38
2022-11-09T05:00,7.7,87,0.00,38,2.86
2022-11-09T06:00,7.2,89,0.00,5,2.86
2022-11-09T07:00,7.1,88,0.00,6,3.09
2022-11-09T08:00,7.1,88,0.00,5,2.82
2022-11-09T09:00,8.2,91,0.00,4,2.59
2022-11-09T10:00,10.9,78,0.00,8,2.77
2022-11-09T11:00,11.6,73,0.00,7,3.10
2022-11-09T12:00,13.0,66,0.00,1,3.44
2022-11-09T13:00,13.5,64,0.00,2,3.71
2022-11-09T14:00,13.7,64,0.00,20,4.24
2022-11-09T15:00,13.8,64,0.00,33,4.30
2022-11-09T16:00,13.3,71,0.00,30,4.24
2022-11-09T17:00,12.9,74,0.00,29,4.05
2022-11-09T18:00,12.1,81,0.00,26,3.53
2022-11-09T19:00,11.4,85,0.00,16,3.08
2022-11-09T20:00,10.5,89,0.00,18,2.83
2022-11-09T21:00,9.5,92,0.00,6,2.59
2022-11-09T22:00,10.0,89,0.00,0,2.18
2022-11-09T23:00,10.2,90,0.00,1,2.01
2022-11-10T00:00,9.0,90,0.00,0,1.82
2022-11-10T01:00,8.3,91,0.00,0,1.68
2022-11-10T02:00,8.2,90,0.00,0,1.70
2022-11-10T03:00,7.9,90,0.00,0,1.70
2022-11-10T04:00,7.8,90,0.00,1,1.89
2022-11-10T05:00,7.0,92,0.00,61,1.88
2022-11-10T06:00,6.2,96,0.00,89,1.79
2022-11-10T07:00,5.6,99,0.00,90,1.93
2022-11-10T08:00,4.7,99,0.00,90,1.77
2022-11-10T09:00,6.1,96,0.00,90,1.87
2022-11-10T10:00,8.8,92,0.00,45,1.63
2022-11-10T11:00,11.0,77,0.00,0,1.30
2022-11-10T12:00,11.6,72,0.00,0,0.76
2022-11-10T13:00,12.7,66,0.00,1,0.78
2022-11-10T14:00,13.4,63,0.00,0,1.80
2022-11-10T15:00,13.9,61,0.00,2,2.52
2022-11-10T16:00,13.9,61,0.00,19,2.94
2022-11-10T17:00,13.6,63,0.00,16,3.31
2022-11-10T18:00,12.3,73,0.00,26,3.40
2022-11-10T19:00,11.0,81,0.00,30,3.11
2022-11-10T20:00,10.3,87,0.00,29,2.80
2022-11-10T21:00,9.8,89,0.00,22,2.78
2022-11-10T22:00,9.2,90,0.00,13,2.62
2022-11-10T23:00,8.3,93,0.00,21,2.41
2022-11-11T00:00,8.9,93,0.00,27,2.28
2022-11-11T01:00,9.3,93,0.00,30,2.39
2022-11-11T02:00,9.1,94,0.00,29,1.84
2022-11-11T03:00,8.8,96,0.00,30,0.51
2022-11-11T04:00,8.6,98,0.00,86,0.54
2022-11-11T05:00,8.5,98,0.00,100,0.81
2022-11-11T06:00,8.3,99,0.00,100,1.00
2022-11-11T07:00,8.1,99,0.00,100,0.91
2022-11-11T08:00,7.7,99,0.00,100,1.03
2022-11-11T09:00,8.2,97,0.00,100,1.13
2022-11-11T10:00,9.7,94,0.00,100,1.30
2022-11-11T11:00,11.2,86,0.00,79,1.55
2022-11-11T12:00,11.3,79,0.00,30,1.81
2022-11-11T13:00,12.5,71,0.00,29,1.58
2022-11-11T14:00,13.4,63,0.00,29,0.85
2022-11-11T15:00,13.9,60,0.00,25,1.32
2022-11-11T16:00,13.9,61,0.00,12,2.18
2022-11-11T17:00,13.3,67,0.00,2,1.84
2022-11-11T18:00,12.4,75,0.00,0,1.84
2022-11-11T19:00,11.4,82,0.00,1,2.78
2022-11-11T20:00,10.2,89,0.00,1,2.64
2022-11-11T21:00,9.2,92,0.00,0,2.19
2022-11-11T22:00,8.3,94,0.00,3,2.05
2022-11-11T23:00,8.9,92,0.00,24,1.78
2022-11-12T00:00,9.6,90,0.00,46,1.17
2022-11-12T01:00,9.4,92,0.00,85,0.92
2022-11-12T02:00,8.9,94,0.00,89,1.27
2022-11-12T03:00,7.8,96,0.00,100,0.72
2022-11-12T04:00,7.8,97,0.10,100,1.30
2022-11-12T05:00,8.6,96,0.00,89,2.00
2022-11-12T06:00,9.4,95,0.00,48,2.26
2022-11-12T07:00,9.1,96,0.00,17,3.04
2022-11-12T08:00,9.2,95,0.00,5,3.32
2022-11-12T09:00,10.4,91,0.00,1,3.68
2022-11-12T10:00,11.4,80,0.00,0,3.97
2022-11-12T11:00,12.3,68,0.00,0,4.30
2022-11-12T12:00,12.7,67,0.00,0,4.97
2022-11-12T13:00,13.4,63,0.00,0,5.68
2022-11-12T14:00,13.9,60,0.00,0,6.13
2022-11-12T15:00,14.2,58,0.00,2,5.50
2022-11-12T16:00,14.0,59,0.00,3,5.50
2022-11-12T17:00,13.3,67,0.00,12,5.01
2022-11-12T18:00,12.2,74,0.00,26,4.92
2022-11-12T19:00,11.4,78,0.00,25,4.72
2022-11-12T20:00,11.0,80,0.00,29,4.02
2022-11-12T21:00,10.5,83,0.00,12,3.55
2022-11-12T22:00,10.2,86,0.00,25,3.62
2022-11-12T23:00,9.7,88,0.00,14,3.40
2022-11-13T00:00,9.7,89,0.00,4,3.24
2022-11-13T01:00,9.2,90,0.00,1,3.23
2022-11-13T02:00,8.7,91,0.00,0,3.06
2022-11-13T03:00,8.0,91,0.00,0,2.94
2022-11-13T04:00,7.3,91,0.00,0,2.55
2022-11-13T05:00,6.7,92,0.00,0,2.28
2022-11-13T06:00,6.4,92,0.00,0,2.42
2022-11-13T07:00,6.2,91,0.00,0,2.09
2022-11-13T08:00,6.0,92,0.00,0,1.99
2022-11-13T09:00,7.2,89,0.00,0,1.41
2022-11-13T10:00,10.4,74,0.00,0,0.89
2022-11-13T11:00,12.2,56,0.00,0,1.28
2022-11-13T12:00,13.3,53,0.00,0,2.16
2022-11-13T13:00,14.1,51,0.00,0,2.69
2022-11-13T14:00,14.6,50,0.00,0,2.68
2022-11-13T15:00,14.9,49,0.00,0,2.24
2022-11-13T16:00,14.9,49,0.00,0,2.63
2022-11-13T17:00,14.3,57,0.00,8,3.52
2022-11-13T18:00,12.5,72,0.00,14,3.61
2022-11-13T19:00,11.2,82,0.00,10,3.71
2022-11-13T20:00,10.2,88,0.00,1,3.44
2022-11-13T21:00,9.2,92,0.00,0,2.55
2022-11-13T22:00,9.1,90,0.00,0,2.14
2022-11-13T23:00,9.5,91,0.00,0,1.86
2022-11-14T00:00,9.4,88,0.00,0,1.12
2022-11-14T01:00,9.0,91,0.00,0,0.28
2022-11-14T02:00,7.3,96,0.00,0,0.50
2022-11-14T03:00,6.4,97,0.00,5,1.13
2022-11-14T04:00,6.9,97,0.00,68,1.70
2022-11-14T05:00,8.2,95,0.00,89,1.63
2022-11-14T06:00,8.0,97,0.00,90,1.08
2022-11-14T07:00,7.6,98,0.00,90,0.61
2022-11-14T08:00,6.3,99,0.00,90,1.26
2022-11-14T09:00,6.1,99,0.00,90,1.90
2022-11-14T10:00,9.0,92,0.00,90,2.18
2022-11-14T11:00,10.8,78,0.00,18,2.31
2022-11-14T12:00,11.3,70,0.00,0,2.32
2022-11-14T13:00,12.7,60,0.00,0,2.09
2022-11-14T14:00,13.7,54,0.00,0,1.52
2022-11-14T15:00,14.2,51,0.00,2,0.92
2022-11-14T16:00,14.3,50,0.00,3,0.22
2022-11-14T17:00,13.9,53,0.00,4,0.78
2022-11-14T18:00,13.1,59,0.00,4,1.39
2022-11-14T19:00,11.6,71,0.00,1,1.49
2022-11-14T20:00,10.1,79,0.00,0,1.72
2022-11-14T21:00,9.0,82,0.00,0,2.15
2022-11-14T22:00,8.1,85,0.00,0,2.50
2022-11-14T23:00,7.3,87,0.00,0,2.51
2022-11-15T00:00,7.2,84,0.00,0,2.33
2022-11-15T01:00,6.9,84,0.00,0,1.97
2022-11-15T02:00,6.6,84,0.00,0,2.01
2022-11-15T03:00,6.1,85,0.00,0,1.70
2022-11-15T04:00,5.9,85,0.00,0,1.70
2022-11-15T05:00,5.9,85,0.00,0,1.63
2022-11-15T06:00,5.9,83,0.00,0,1.58
2022-11-15T07:00,5.3,85,0.00,0,1.75
2022-11-15T08:00,5.2,82,0.00,0,2.10
2022-11-15T09:00,6.5,81,0.00,0,1.79
2022-11-15T10:00,10.7,60,0.00,0,1.30
2022-11-15T11:00,12.5,50,0.00,0,1.25
2022-11-15T12:00,14.1,48,0.00,0,1.36
2022-11-15T13:00,15.4,45,0.00,0,1.60
2022-11-15T14:00,16.4,42,0.00,0,1.71
2022-11-15T15:00,17.1,39,0.00,0,1.97
2022-11-15T16:00,17.3,39,0.00,0,2.38
2022-11-15T17:00,16.7,45,0.00,0,2.95
2022-11-15T18:00,15.3,55,0.00,0,3.05
2022-11-15T19:00,12.8,71,0.00,0,3.12
2022-11-15T20:00,11.1,76,0.00,0,2.76
2022-11-15T21:00,10.2,77,0.00,0,2.70
2022-11-15T22:00,10.1,77,0.00,0,2.73
2022-11-15T23:00,10.5,74,0.00,0,2.60
2022-11-16T00:00,10.8,79,0.00,0,2.30
2022-11-16T01:00,9.7,78,0.00,0,2.06
2022-11-16T02:00,9.6,74,0.00,0,1.89
2022-11-16T03:00,9.7,67,0.00,0,1.55
2022-11-16T04:00,9.8,62,0.00,0,1.73
2022-11-16T05:00,9.4,59,0.00,0,1.94
2022-11-16T06:00,8.2,62,0.00,0,2.00
2022-11-16T07:00,6.9,66,0.00,0,2.00
2022-11-16T08:00,6.2,67,0.00,0,1.90
2022-11-16T09:00,6.8,69,0.00,0,1.50
2022-11-16T10:00,11.4,59,0.00,0,1.50
2022-11-16T11:00,13.9,39,0.00,0,1.41
2022-11-16T12:00,15.2,39,0.00,0,1.30
2022-11-16T13:00,16.1,37,0.00,0,0.72
2022-11-16T14:00,16.9,35,0.00,1,0.50
2022-11-16T15:00,17.2,35,0.00,8,1.36
2022-11-16T16:00,17.2,36,0.00,22,1.90
2022-11-16T17:00,16.6,42,0.00,25,2.11
2022-11-16T18:00,15.1,57,0.00,30,2.04
2022-11-16T19:00,13.2,61,0.00,30,1.99
2022-11-16T20:00,12.5,60,0.00,30,1.75
2022-11-16T21:00,11.5,65,0.00,29,1.43
2022-11-16T22:00,10.8,71,0.00,29,1.30
2022-11-16T23:00,10.1,76,0.00,27,1.12
2022-11-17T00:00,10.0,81,0.00,20,1.12
2022-11-17T01:00,9.4,82,0.00,9,1.02
2022-11-17T02:00,8.9,82,0.00,23,1.14
2022-11-17T03:00,8.7,83,0.00,80,1.03
2022-11-17T04:00,7.6,85,0.00,79,1.56
2022-11-17T05:00,6.5,85,0.00,75,1.56
2022-11-17T06:00,6.3,83,0.00,76,1.49
2022-11-17T07:00,6.4,79,0.00,65,1.57
2022-11-17T08:00,6.0,78,0.00,51,1.66
2022-11-17T09:00,5.8,84,0.00,38,1.97
2022-11-17T10:00,9.3,75,0.00,35,1.36
2022-11-17T11:00,12.0,63,0.00,28,1.27
2022-11-17T12:00,12.7,55,0.00,25,1.22
2022-11-17T13:00,14.1,52,0.00,15,1.02
2022-11-17T14:00,15.1,51,0.00,3,1.63
2022-11-17T15:00,15.7,50,0.00,17,2.06
2022-11-17T16:00,15.7,52,0.00,4,2.88
2022-11-17T17:00,15.1,58,0.00,3,3.00
2022-11-17T18:00,13.8,67,0.00,2,2.97
2022-11-17T19:00,12.2,78,0.00,5,3.24
2022-11-17T20:00,10.7,85,0.00,0,3.50
2022-11-17T21:00,9.6,90,0.00,0,3.56
2022-11-17T22:00,8.9,93,0.00,0,3.72
2022-11-17T23:00,8.4,95,0.00,0,3.78
2022-11-18T00:00,7.5,97,0.00,2,3.69
2022-11-18T01:00,7.0,99,0.00,2,3.76
2022-11-18T02:00,6.9,100,0.00,2,3.91
2022-11-18T03:00,6.8,100,0.00,90,3.33
2022-11-18T04:00,6.7,100,0.00,91,2.88
2022-11-18T05:00,7.0,99,0.00,100,2.97
2022-11-18T06:00,6.3,100,0.00,82,2.92
2022-11-18T07:00,6.8,100,0.00,82,1.97
2022-11-18T08:00,7.3,99,0.00,89,1.20
2022-11-18T09:00,7.8,100,0.00,91,1.08
2022-11-18T10:00,9.2,95,0.00,83,1.17
2022-11-18T11:00,10.6,92,0.00,20,0.98
2022-11-18T12:00,12.2,79,0.00,0,1.06
2022-11-18T13:00,13.9,66,0.00,0,1.71
2022-11-18T14:00,15.2,57,0.00,0,2.66
2022-11-18T15:00,16.0,54,0.00,0,2.16
2022-11-18T16:00,16.4,52,0.00,0,2.45
2022-11-18T17:00,15.5,60,0.00,0,2.38
2022-11-18T18:00,13.9,70,0.00,0,2.59
2022-11-18T19:00,12.5,77,0.00,0,2.62
2022-11-18T20:00,11.1,78,0.00,0,2.55
2022-11-18T21:00,10.1,71,0.00,0,2.33
2022-11-18T22:00,9.3,63,0.00,0,2.22
2022-11-18T23:00,8.6,59,0.00,0,2.68
2022-11-19T00:00,8.2,60,0.00,0,3.11
2022-11-19T01:00,7.8,56,0.00,0,3.50
2022-11-19T02:00,7.4,56,0.00,0,3.72
2022-11-19T03:00,7.2,55,0.00,0,3.10
2022-11-19T04:00,7.1,53,0.00,0,3.35
2022-11-19T05:00,6.9,53,0.00,0,3.34
2022-11-19T06:00,6.7,53,0.00,0,3.55
2022-11-19T07:00,6.5,53,0.00,3,4.12
2022-11-19T08:00,6.3,53,0.00,0,4.24
2022-11-19T09:00,7.1,52,0.00,1,4.12
2022-11-19T10:00,9.5,44,0.00,1,4.11
2022-11-19T11:00,11.5,38,0.00,1,4.29
2022-11-19T12:00,13.1,37,0.00,0,4.43
2022-11-19T13:00,14.6,36,0.00,0,4.21
2022-11-19T14:00,15.6,36,0.00,1,3.62
2022-11-19T15:00,16.2,36,0.00,3,2.82
2022-11-19T16:00,16.3,37,0.00,10,2.95
2022-11-19T17:00,15.8,40,0.00,14,2.78
2022-11-19T18:00,14.1,49,0.00,19,2.73
2022-11-19T19:00,12.2,58,0.00,21,2.82
2022-11-19T20:00,10.5,65,0.00,24,2.69
2022-11-19T21:00,9.0,70,0.00,24,2.33
2022-11-19T22:00,7.8,74,0.00,9,2.44
2022-11-19T23:00,7.1,76,0.00,2,2.26
2022-11-20T00:00,6.5,75,0.00,1,2.20
2022-11-20T01:00,6.0,76,0.00,1,2.58
2022-11-20T02:00,5.6,77,0.00,1,2.83
2022-11-20T03:00,5.3,78,0.00,1,3.42
2022-11-20T04:00,5.1,78,0.00,1,3.45
2022-11-20T05:00,4.9,77,0.00,1,3.09
2022-11-20T06:00,4.7,78,0.00,0,3.26
2022-11-20T07:00,4.4,79,0.00,0,3.49
2022-11-20T08:00,3.9,83,0.00,0,3.76
2022-11-20T09:00,4.9,82,0.00,0,4.09
2022-11-20T10:00,9.7,61,0.00,0,4.21
2022-11-20T11:00,12.9,45,0.00,0,4.24
2022-11-20T12:00,13.4,47,0.00,0,4.22
2022-11-20T13:00,14.9,44,0.00,1,4.24
2022-11-20T14:00,16.1,41,0.00,9,3.86
2022-11-20T15:00,16.7,39,0.00,20,3.45
2022-11-20T16:00,16.7,39,0.00,23,3.13
2022-11-20T17:00,16.0,43,0.00,20,2.51
2022-11-20T18:00,14.2,51,0.00,13,2.20
2022-11-20T19:00,12.2,61,0.00,6,2.20
2022-11-20T20:00,10.3,71,0.00,2,2.13
2022-11-20T21:00,9.0,73,0.00,0,2.13
2022-11-20T22:00,8.2,74,0.00,0,2.06
2022-11-20T23:00,7.5,76,0.00,0,2.08
2022-11-21T00:00,6.5,78,0.00,0,2.13
2022-11-21T01:00,5.9,79,0.00,0,2.19
2022-11-21T02:00,5.4,80,0.00,0,2.20
2022-11-21T03:00,5.0,80,0.00,1,2.24
2022-11-21T04:00,4.7,80,0.00,16,2.36
2022-11-21T05:00,4.5,80,0.00,26,2.42
2022-11-21T06:00,4.1,81,0.00,27,2.36
2022-11-21T07:00,4.0,81,0.00,27,2.52
2022-11-21T08:00,3.6,82,0.00,31,2.61
2022-11-21T09:00,4.4,83,0.00,34,2.69
2022-11-21T10:00,9.3,67,0.00,29,2.61
2022-11-21T11:00,13.6,40,0.00,29,2.56
2022-11-21T12:00,13.7,41,0.00,29,2.78
2022-11-21T13:00,15.2,38,0.00,29,2.64
2022-11-21T14:00,16.2,37,0.00,29,2.10
2022-11-21T15:00,16.8,35,0.00,29,1.71
2022-11-21T16:00,16.8,35,0.00,28,2.39
2022-11-21T17:00,16.2,39,0.00,6,2.55
2022-11-21T18:00,14.5,53,0.00,0,2.83
2022-11-21T19:00,12.1,66,0.00,0,2.25
2022-11-21T20:00,11.7,59,0.00,0,1.51
2022-11-21T21:00,11.3,58,0.00,0,1.77
2022-11-21T22:00,8.8,71,0.00,0,1.70
2022-11-21T23:00,7.8,75,0.00,0,1.20
2022-11-22T00:00,9.8,62,0.00,0,1.81
2022-11-22T01:00,8.0,70,0.00,0,2.20
2022-11-22T02:00,7.6,70,0.00,0,2.31
2022-11-22T03:00,8.0,68,0.00,7,1.73
2022-11-22T04:00,8.3,66,0.00,7,1.89
2022-11-22T05:00,8.1,66,0.00,7,1.35
2022-11-22T06:00,8.0,67,0.00,5,1.17
2022-11-22T07:00,7.8,67,0.00,6,1.20
2022-11-22T08:00,7.7,68,0.00,20,1.04
2022-11-22T09:00,7.8,68,0.00,26,0.89
2022-11-22T10:00,9.8,71,0.00,17,0.94
2022-11-22T11:00,13.6,43,0.00,25,1.10
2022-11-22T12:00,13.7,43,0.00,29,1.14
2022-11-22T13:00,15.0,39,0.00,27,1.98
2022-11-22T14:00,16.1,38,0.00,27,3.92
2022-11-22T15:00,16.5,40,0.00,29,2.68
2022-11-22T16:00,16.5,41,0.00,30,1.90
2022-11-22T17:00,16.1,42,0.00,27,2.79
2022-11-22T18:00,14.5,56,0.00,26,3.18
2022-11-22T19:00,12.7,73,0.00,23,3.44
2022-11-22T20:00,11.4,82,0.00,11,4.05
2022-11-22T21:00,10.7,89,0.00,7,4.33
2022-11-22T22:00,10.2,93,0.00,18,4.31
2022-11-22T23:00,9.4,96,0.00,16,3.69
2022-11-23T00:00,9.6,97,0.00,13,3.33
2022-11-23T01:00,9.8,99,0.00,9,3.26
2022-11-23T02:00,9.6,99,0.00,25,3.22
2022-11-23T03:00,9.5,99,0.00,54,3.49
2022-11-23T04:00,9.3,99,0.00,41,2.40
2022-11-23T05:00,9.2,98,0.00,29,1.66
2022-11-23T06:00,9.1,98,0.00,44,1.41
2022-11-23T07:00,8.1,99,0.00,94,1.06
2022-11-23T08:00,8.5,98,0.00,100,0.94
2022-11-23T09:00,8.1,99,0.00,100,0.81
2022-11-23T10:00,9.8,97,0.00,55,0.81
2022-11-23T11:00,12.2,84,0.00,14,0.72
2022-11-23T12:00,14.0,58,0.00,3,0.61
2022-11-23T13:00,15.7,51,0.00,1,1.61
2022-11-23T14:00,16.8,48,0.00,1,2.98
2022-11-23T15:00,17.2,48,0.00,10,2.98
2022-11-23T16:00,17.0,51,0.00,11,2.98
2022-11-23T17:00,16.0,58,0.00,20,2.72
2022-11-23T18:00,14.4,68,0.00,19,2.38
2022-11-23T19:00,12.9,80,0.00,14,2.28
2022-11-23T20:00,11.4,89,0.00,14,1.84
2022-11-23T21:00,11.7,87,0.00,11,1.56
2022-11-23T22:00,11.0,92,0.00,2,1.30
2022-11-23T23:00,10.4,96,0.00,0,1.20
2022-11-24T00:00,10.6,94,0.00,0,1.17
2022-11-24T01:00,10.3,93,0.00,0,1.22
2022-11-24T02:00,9.3,92,0.00,0,1.58
2022-11-24T03:00,8.4,87,0.00,0,1.79
2022-11-24T04:00,7.9,79,0.00,0,2.20
2022-11-24T05:00,8.1,69,0.00,0,2.55
2022-11-24T06:00,8.1,64,0.00,0,2.26
2022-11-24T07:00,7.9,61,0.00,0,2.16
2022-11-24T08:00,7.6,61,0.00,0,2.42
2022-11-24T09:00,8.5,58,0.00,0,2.61
2022-11-24T10:00,12.0,47,0.00,2,3.31
2022-11-24T11:00,14.6,39,0.00,0,3.85
2022-11-24T12:00,15.8,43,0.00,0,4.47
2022-11-24T13:00,17.4,40,0.00,0,4.88
2022-11-24T14:00,18.5,38,0.00,0,4.79
2022-11-24T15:00,19.1,37,0.00,0,3.10
2022-11-24T16:00,19.0,38,0.00,0,2.42
2022-11-24T17:00,18.4,41,0.00,0,2.21
2022-11-24T18:00,16.6,48,0.00,0,2.40
2022-11-24T19:00,14.4,58,0.00,0,2.42
2022-11-24T20:00,12.5,66,0.00,0,2.72
2022-11-24T21:00,11.0,72,0.00,0,3.03
2022-11-24T22:00,9.6,77,0.00,0,2.83
2022-11-24T23:00,8.6,81,0.00,1,2.40
2022-11-25T00:00,7.9,82,0.00,12,2.69
2022-11-25T01:00,7.4,84,0.00,26,3.01
2022-11-25T02:00,6.8,86,0.00,30,2.20
2022-11-25T03:00,6.5,86,0.00,30,3.13
2022-11-25T04:00,5.9,89,0.00,30,3.41
2022-11-25T05:00,5.7,89,0.00,29,3.40
2022-11-25T06:00,5.8,87,0.00,30,3.01
2022-11-25T07:00,5.7,87,0.00,30,2.93
2022-11-25T08:00,5.9,85,0.00,29,3.14
2022-11-25T09:00,6.5,83,0.00,26,3.32
2022-11-25T10:00,10.5,66,0.00,26,3.11
2022-11-25T11:00,14.0,50,0.00,20,2.91
2022-11-25T12:00,15.9,42,0.00,10,2.60
2022-11-25T13:00,17.7,36,0.00,1,2.24
2022-11-25T14:00,19.0,32,0.00,1,1.86
2022-11-25T15:00,19.6,30,0.00,1,1.22
2022-11-25T16:00,19.5,31,0.00,5,1.44
2022-11-25T17:00,18.7,36,0.00,18,1.14
2022-11-25T18:00,16.9,47,0.00,17,1.32
2022-11-25T19:00,14.0,70,0.00,1,1.57
2022-11-25T20:00,12.9,68,0.00,0,1.44
2022-11-25T21:00,13.1,64,0.00,0,1.06
2022-11-25T22:00,12.3,70,0.00,2,0.58
2022-11-25T23:00,11.7,74,0.00,5,0.50
2022-11-26T00:00,11.0,69,0.00,2,0.67
2022-11-26T01:00,10.4,73,0.00,3,1.21
2022-11-26T02:00,10.0,77,0.00,11,2.42
2022-11-26T03:00,7.1,89,0.00,24,2.41
2022-11-26T04:00,7.2,91,0.00,49,2.42
2022-11-26T05:00,9.2,88,0.00,38,0.64
2022-11-26T06:00,9.0,90,0.00,42,0.42
2022-11-26T07:00,8.8,93,0.00,53,0.71
2022-11-26T08:00,8.1,99,0.00,48,1.51
2022-11-26T09:00,7.2,100,0.00,14,1.75
2022-11-26T10:00,9.9,94,0.00,4,0.99
2022-11-26T11:00,12.2,82,0.00,0,0.22
2022-11-26T12:00,12.5,71,0.00,0,0.28
2022-11-26T13:00,14.1,60,0.00,0,1.52
2022-11-26T14:00,15.3,54,0.00,1,2.42
2022-11-26T15:00,15.9,52,0.00,0,1.94
2022-11-26T16:00,16.1,50,0.00,0,2.01
2022-11-26T17:00,15.9,51,0.00,0,2.50
2022-11-26T18:00,14.6,62,0.00,0,2.79
2022-11-26T19:00,12.7,77,0.00,0,3.11
2022-11-26T20:00,11.0,87,0.00,0,3.04
2022-11-26T21:00,10.0,91,0.00,0,2.52
2022-11-26T22:00,10.6,91,0.00,0,2.56
2022-11-26T23:00,10.4,94,0.00,0,1.91
2022-11-27T00:00,10.3,94,0.00,0,0.81
2022-11-27T01:00,8.7,99,0.00,0,1.70
2022-11-27T02:00,9.0,99,0.00,0,2.12
2022-11-27T03:00,9.3,99,0.00,50,2.10
2022-11-27T04:00,8.5,99,0.00,53,1.30
2022-11-27T05:00,7.9,99,0.00,49,0.54
2022-11-27T06:00,7.7,99,0.00,69,1.40
2022-11-27T07:00,6.3,100,0.00,100,1.43
2022-11-27T08:00,6.3,100,0.00,100,1.36
2022-11-27T09:00,6.7,99,0.00,100,1.61
2022-11-27T10:00,8.3,94,0.00,100,1.48
2022-11-27T11:00,10.2,85,0.00,81,0.89
2022-11-27T12:00,13.0,64,0.00,27,0.32
2022-11-27T13:00,14.1,61,0.00,15,0.92
2022-11-27T14:00,15.1,59,0.00,14,2.00
2022-11-27T15:00,15.5,59,0.00,24,1.92
2022-11-27T16:00,15.1,62,0.00,24,2.11
2022-11-27T17:00,14.2,68,0.00,25,2.32
2022-11-27T18:00,12.9,77,0.00,27,2.66
2022-11-27T19:00,11.8,84,0.00,28,2.91
2022-11-27T20:00,10.8,92,0.00,26,2.95
2022-11-27T21:00,9.6,95,0.00,20,3.14
2022-11-27T22:00,8.7,97,0.00,8,3.33
2022-11-27T23:00,8.1,98,0.00,1,3.84
2022-11-28T00:00,8.4,99,0.00,0,5.23
2022-11-28T01:00,7.8,97,0.00,1,6.59
2022-11-28T02:00,7.8,95,0.00,0,7.16
2022-11-28T03:00,8.5,88,0.00,0,5.69
2022-11-28T04:00,9.0,84,0.00,0,5.92
2022-11-28T05:00,9.2,83,0.00,2,5.58
2022-11-28T06:00,9.4,86,0.00,12,5.55
2022-11-28T07:00,9.6,88,0.00,16,5.04
2022-11-28T08:00,9.6,88,0.00,20,4.47
2022-11-28T09:00,10.0,88,0.00,23,4.55
2022-11-28T10:00,11.6,82,0.00,29,5.02
2022-11-28T11:00,13.0,71,0.00,34,5.58
